Age,Gender,Country,state,self_employed,family_history,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical
17,1,45,2,0,1,1,1,0,1,2,2,2,2,0,0,1,1,1,2,1,1,0
23,1,45,36,1,1,4,4,1,1,1,0,2,2,0,4,1,1,2,2,1,0,2
21,1,45,42,0,1,3,1,0,0,2,1,1,1,2,1,2,2,0,0,1,1,1
18,0,45,42,1,1,1,0,1,0,1,2,1,2,2,1,1,1,2,2,1,1,2
15,1,45,32,0,0,4,5,0,1,2,1,0,0,2,0,0,0,0,0,1,0,1
20,1,45,18,0,0,3,1,0,1,1,2,1,1,0,0,0,0,1,1,1,1,1
38,1,45,44,0,0,3,0,1,1,0,0,1,0,0,0,2,0,1,1,1,0,0
12,1,45,13,0,0,0,2,0,0,0,1,1,1,0,0,0,2,1,0,1,0,1
15,1,45,28,0,0,4,2,0,1,0,0,1,1,0,0,1,1,2,2,1,0,2
15,1,0,45,0,0,0,0,1,1,1,0,1,1,0,0,2,1,0,0,1,0,0
20,1,45,37,0,0,3,4,0,1,1,2,1,1,2,2,1,1,1,2,0,0,2
30,1,45,42,1,0,2,4,1,0,1,2,1,1,0,4,1,1,1,2,0,0,2
25,1,45,41,0,0,1,5,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1
18,1,37,45,0,0,3,2,0,1,0,1,1,1,0,2,0,1,1,0,1,2,1
17,1,45,41,0,0,2,5,0,1,2,0,1,1,0,4,2,0,1,0,1,1,0
18,1,45,7,1,0,1,4,1,1,1,1,1,2,0,1,1,1,2,2,1,0,2
23,1,45,18,0,0,0,2,0,1,2,0,2,0,0,0,1,1,1,1,0,0,2
23,1,45,16,0,1,2,1,1,0,2,2,1,1,2,3,2,1,1,0,1,0,1
26,1,28,45,0,1,1,2,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0
10,1,44,45,0,1,3,1,0,1,2,2,1,1,2,4,1,1,1,2,0,2,2
12,1,17,45,0,1,3,1,0,1,0,0,1,1,0,2,1,1,1,1,1,0,0
10,1,28,45,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,2,0,2,1
19,0,45,41,0,0,1,2,1,1,2,2,1,1,0,4,0,1,1,1,1,2,0
11,0,45,2,0,1,3,5,0,1,2,2,2,2,2,2,2,0,0,0,1,1,0
19,0,45,31,0,1,3,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0
16,0,45,2,0,1,2,3,0,1,2,2,2,2,0,1,0,1,0,1,1,1,1
25,2,7,45,0,1,3,1,0,0,2,2,1,1,0,1,2,0,1,1,1,0,1
22,1,45,2,1,1,3,4,0,1,1,2,1,1,2,2,1,1,1,1,1,1,1
20,2,7,45,0,0,3,2,1,1,1,2,1,1,2,3,2,0,1,0,1,0,1
16,1,45,18,0,1,3,2,1,1,2,1,1,0,0,0,2,1,1,1,1,1,0
12,0,44,45,0,0,3,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0
43,1,45,15,0,1,2,4,0,1,2,2,1,1,0,0,2,0,1,1,1,1,0
19,1,17,45,0,0,3,4,1,1,1,0,1,1,1,4,1,1,2,2,0,0,2
22,0,45,2,0,0,3,1,1,1,2,2,1,0,0,2,0,1,1,2,1,1,2
23,1,17,45,0,0,2,1,0,0,0,0,2,0,0,4,1,1,1,2,1,1,2
16,1,17,45,0,0,0,2,0,1,1,0,1,1,0,2,1,1,1,1,2,2,0
24,1,33,45,1,1,1,4,0,1,1,0,1,1,0,2,1,1,1,2,0,0,2
18,1,44,45,0,0,1,2,0,1,1,0,1,1,2,2,1,1,1,2,1,0,2
23,1,45,45,1,0,4,0,1,1,2,1,1,1,2,4,1,1,1,2,1,1,2
37,1,24,45,1,1,3,0,1,1,1,2,2,1,0,1,2,2,0,0,1,1,1
24,1,17,45,0,0,4,2,0,1,2,2,1,1,2,4,1,1,1,2,0,0,2
23,1,17,45,0,0,4,2,0,1,1,0,1,1,0,4,0,1,1,1,1,1,0
17,0,0,45,0,1,3,5,0,0,2,2,2,2,1,1,2,1,1,1,1,1,1
44,1,45,2,0,0,0,2,0,1,2,2,1,2,2,1,2,0,0,0,1,0,0
19,0,3,45,0,1,2,1,0,0,2,0,1,1,1,0,0,1,1,0,1,1,0
25,1,21,45,1,0,0,4,0,1,1,0,1,1,0,0,2,0,0,0,1,0,0
13,1,21,45,0,1,3,2,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1
18,1,0,45,0,0,3,2,0,1,1,0,1,1,0,4,1,1,1,1,1,1,0
14,0,0,45,0,1,3,1,0,0,1,2,2,2,0,2,1,1,2,2,1,1,0
10,0,28,45,0,0,1,4,0,1,1,0,1,1,0,0,1,1,0,1,1,2,0
27,1,45,6,0,0,2,5,1,0,0,0,2,2,0,0,1,1,1,1,1,0,0
17,1,44,45,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1
41,1,44,45,1,1,3,0,1,1,0,1,1,1,0,4,1,1,1,2,2,2,0
22,0,0,45,0,1,0,3,0,0,0,0,2,2,0,0,2,0,0,0,1,1,0
20,1,45,41,0,0,0,3,0,0,2,1,2,2,0,4,0,1,0,0,1,1,2
13,1,30,45,0,0,4,4,0,1,1,0,1,1,0,0,0,1,2,2,1,2,0
17,1,33,45,0,0,2,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,2
20,1,17,45,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,2,1,0,0
18,1,44,45,0,1,3,5,0,1,2,2,1,0,2,0,0,1,1,2,1,2,2
19,1,17,45,0,0,4,4,0,1,0,0,1,0,0,2,1,1,1,2,0,0,0
8,0,42,45,0,0,2,5,0,1,2,2,2,2,2,2,1,1,1,1,1,0,2
15,1,44,45,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,2,0,0,0
20,1,45,2,0,0,0,5,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0
14,1,21,45,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,2,0,0,2
18,1,23,45,0,0,3,5,0,0,0,0,1,1,2,4,1,1,1,1,1,1,0
18,1,21,45,0,0,3,2,1,1,1,0,0,1,0,3,0,0,1,0,1,1,1
10,1,20,45,1,0,4,0,1,1,0,0,0,0,0,4,0,0,1,1,0,0,2
12,1,21,45,0,0,4,5,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0
14,1,28,45,0,0,0,2,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0
31,1,15,45,0,0,4,1,0,1,0,0,1,1,0,0,1,1,1,2,0,0,0
14,1,36,45,0,0,0,2,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0
11,1,45,22,0,1,3,4,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0
14,1,7,45,0,0,4,1,1,1,2,1,0,2,0,2,1,1,1,1,1,1,2
14,0,22,45,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,2
23,1,7,45,0,1,3,2,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1
16,1,45,10,0,0,3,2,1,0,0,1,1,0,0,0,1,1,1,2,1,0,0
10,1,20,45,0,0,4,2,0,1,1,0,1,1,0,0,0,0,1,2,0,0,0
17,0,45,29,0,1,2,4,0,1,0,0,1,1,0,0,2,1,0,0,1,1,0
17,1,17,45,1,0,4,0,0,1,1,2,1,1,2,4,1,1,2,2,2,2,2
33,1,45,39,0,0,1,0,1,1,2,1,1,2,0,4,1,1,2,2,1,0,2
21,1,6,45,0,0,2,2,1,1,1,0,1,1,0,2,0,1,1,1,1,0,0
26,1,45,19,0,0,3,5,0,0,2,2,2,2,0,0,1,1,1,2,1,1,0
7,2,45,20,0,1,1,2,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1
17,0,7,45,0,0,2,5,1,0,2,2,2,0,2,2,1,1,0,2,1,0,0
9,0,44,45,0,0,4,4,0,1,1,0,1,1,0,0,2,0,1,0,1,1,0
11,0,20,45,0,1,3,5,0,1,0,1,1,0,0,0,2,0,0,0,1,1,0
21,0,45,22,0,1,2,5,0,1,2,2,2,2,2,2,1,1,1,2,1,1,2
37,1,45,28,0,1,3,1,0,1,2,1,2,2,2,2,0,0,1,2,1,1,2
16,1,45,26,0,0,4,2,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0
15,0,44,45,0,0,3,4,1,1,0,1,2,0,2,4,1,1,2,2,0,0,2
11,1,7,45,0,0,3,4,0,1,2,0,1,1,0,2,0,0,1,1,1,1,0
17,1,28,45,0,0,0,0,1,1,1,0,1,1,2,2,1,1,2,2,1,0,2
18,1,17,45,0,0,4,2,0,1,0,0,1,0,2,2,1,1,1,0,0,0,0
16,0,7,45,0,0,4,5,0,1,2,1,0,0,0,2,1,1,1,2,1,1,0
20,1,44,45,0,0,4,4,0,1,1,0,1,1,0,0,2,1,0,0,1,2,1
20,1,44,45,0,0,3,2,0,0,2,2,1,1,2,4,1,1,0,2,1,1,2
25,1,15,45,0,0,4,1,0,1,1,0,1,1,0,2,0,0,1,1,1,0,1
27,0,45,37,0,0,4,5,1,0,1,2,1,1,0,3,2,0,0,0,1,0,1
19,1,15,45,0,0,4,3,0,1,0,0,1,0,0,0,0,0,1,0,1,1,2
17,1,45,34,0,0,4,4,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0
18,1,45,6,0,0,4,1,0,0,2,0,1,0,0,0,0,1,1,2,1,1,0
21,1,45,41,1,1,2,0,1,1,1,2,2,2,1,3,1,1,2,2,1,1,2
25,1,45,2,0,1,3,1,0,1,2,2,0,0,2,0,0,1,2,2,1,1,0
11,1,45,29,0,0,1,2,0,0,2,2,2,1,2,2,1,1,1,2,1,0,2
31,1,45,36,0,1,3,2,0,0,2,1,1,2,0,2,2,1,0,0,1,1,1
20,1,44,45,0,0,2,1,0,1,0,0,1,1,0,0,0,1,2,2,1,0,1
14,1,45,28,0,0,0,2,0,1,0,1,1,1,0,0,2,2,1,0,1,1,1
20,1,45,28,1,0,3,0,1,1,0,1,0,0,0,4,1,1,2,2,2,2,0
25,0,45,20,0,0,4,2,1,1,0,1,1,0,0,0,2,1,1,0,1,1,0
17,1,45,28,0,0,1,2,0,1,2,2,1,1,2,4,1,1,2,2,0,0,2
22,1,44,45,0,0,4,4,0,1,1,0,1,1,0,2,0,0,1,2,1,0,0
15,1,15,45,0,0,4,4,0,1,0,1,0,0,0,0,1,1,2,2,1,1,2
18,1,45,36,0,1,0,1,0,1,0,0,1,0,0,4,1,1,1,2,1,0,0
17,1,45,3,0,0,0,4,0,1,2,2,1,2,2,0,0,1,1,1,1,1,1
20,1,45,32,1,1,3,0,1,1,2,2,0,0,0,3,2,0,1,0,1,1,1
0,1,44,45,0,0,3,2,0,0,1,0,1,1,0,1,2,1,0,0,1,0,0
13,1,17,45,0,0,4,3,0,1,2,2,0,2,2,2,0,0,1,2,2,2,2
25,1,45,28,1,0,4,4,1,1,2,2,2,1,2,2,1,1,2,2,0,0,2
17,1,28,45,0,1,4,4,0,1,1,0,1,1,0,4,1,1,1,2,1,0,2
15,1,45,19,0,0,4,2,0,1,2,1,1,0,0,0,1,1,2,2,1,1,0
21,1,44,45,0,0,4,4,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0
18,1,7,45,0,1,3,5,0,0,0,0,1,1,1,3,2,1,1,0,1,2,1
17,1,7,45,0,0,4,0,1,1,1,2,1,1,0,1,0,0,2,2,1,0,0
13,1,45,20,0,1,0,4,1,1,0,0,2,0,0,0,2,1,1,2,1,1,1
21,1,45,44,0,1,3,0,0,0,1,2,1,1,0,0,1,1,1,2,0,0,0
19,1,39,45,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1
9,1,17,45,0,0,2,4,1,1,0,0,1,1,0,4,0,0,1,1,1,0,1
18,1,42,45,0,1,3,2,0,1,0,0,1,1,1,3,2,2,0,0,1,1,1
17,1,45,19,0,0,4,5,0,0,0,1,0,0,0,0,1,1,2,2,1,1,1
31,1,11,45,1,0,3,0,1,1,1,0,1,1,2,3,2,1,2,0,1,0,1
25,1,44,45,0,0,1,4,0,1,1,0,1,1,0,0,2,1,2,2,0,2,1
12,1,15,45,0,0,4,2,0,1,1,0,2,1,0,0,0,1,2,1,1,1,0
17,1,45,16,0,0,4,4,1,1,0,1,1,1,0,4,1,1,2,2,1,1,0
19,1,45,13,0,0,4,2,0,0,2,2,2,2,2,0,1,1,2,2,1,1,0
3,1,45,29,0,0,4,1,0,1,0,1,1,1,0,2,1,1,2,2,1,1,2
21,1,44,45,1,0,0,1,0,0,1,1,1,1,0,4,1,1,2,1,1,2,1
31,1,45,28,0,0,4,5,0,0,2,2,0,2,2,0,1,1,1,2,1,0,0
21,1,44,45,0,0,3,2,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0
15,1,44,45,0,0,4,4,0,1,1,0,1,2,2,0,0,1,2,1,1,2,2
24,1,45,36,0,1,3,5,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0
25,1,0,45,0,1,3,2,0,1,1,2,1,1,2,4,1,1,1,2,1,0,2
20,1,3,45,0,0,4,4,0,1,1,2,1,1,0,3,2,0,0,0,1,1,1
27,1,44,45,0,0,3,1,0,1,1,0,1,1,0,4,1,1,0,1,1,2,2
19,1,45,37,0,1,3,2,0,1,2,2,1,0,0,2,0,1,1,2,0,2,0
24,1,45,29,0,0,3,1,1,1,2,2,1,1,0,3,0,0,1,1,0,0,0
18,1,45,37,1,0,3,2,1,1,0,1,0,0,0,0,1,1,1,1,1,2,0
16,1,7,45,0,0,4,4,0,1,2,1,1,0,2,4,1,1,1,2,0,0,2
20,1,23,45,0,0,4,4,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1
23,1,45,2,0,1,2,4,0,1,2,2,2,2,2,4,1,1,1,2,1,1,2
7,1,7,45,0,0,3,2,0,1,0,1,1,1,0,1,1,1,1,2,1,2,0
21,1,31,45,0,1,4,2,0,1,2,2,1,1,0,4,1,1,1,2,1,1,0
30,1,17,45,0,0,4,5,1,1,0,1,2,2,2,4,1,1,1,0,1,0,2
25,1,45,18,0,1,3,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0
28,1,43,45,1,0,0,4,0,1,1,0,1,1,2,4,1,1,1,2,0,0,2
24,1,45,2,0,0,0,5,0,1,2,2,2,2,2,4,1,1,1,2,1,1,2
17,0,45,31,0,1,3,2,1,0,0,0,1,0,0,0,0,1,1,2,1,0,0
26,0,45,22,0,1,3,2,0,0,2,1,1,0,0,0,0,1,0,0,1,1,0
14,1,45,2,0,1,3,5,0,1,2,0,2,0,0,1,2,0,0,0,1,0,1
22,1,17,45,0,0,2,2,0,1,1,0,1,1,2,2,0,0,0,1,0,0,2
9,1,45,10,0,0,1,5,0,0,1,2,1,1,1,0,2,1,1,1,1,2,1
19,1,7,45,1,1,3,0,1,1,1,2,1,1,2,2,1,1,0,0,1,1,2
25,0,45,2,0,1,2,2,0,0,2,2,2,2,0,0,0,0,2,1,1,0,2
25,1,21,45,0,1,3,0,0,1,1,0,1,1,0,4,1,1,2,2,0,0,2
26,1,21,45,0,1,3,0,0,1,1,0,1,1,1,3,2,2,0,0,1,1,1
15,0,45,2,0,0,3,1,0,1,0,1,2,0,0,2,2,1,1,0,1,0,1
27,1,28,45,1,0,4,4,0,1,1,0,2,1,2,2,1,1,1,2,0,0,2
21,0,45,1,1,1,3,0,0,1,2,2,2,2,2,2,0,2,1,0,1,1,1
15,1,44,45,0,0,0,2,0,1,0,1,1,0,0,2,1,1,1,0,2,2,0
24,0,45,2,0,0,0,4,1,1,2,0,1,1,0,0,0,0,1,1,1,1,1
16,1,44,45,0,0,0,2,0,1,0,1,1,1,0,2,1,1,1,2,0,2,0
27,1,44,45,0,0,3,3,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0
21,1,45,39,1,1,3,0,1,1,1,2,1,1,2,4,0,0,2,2,1,1,2
20,1,44,45,0,0,4,5,0,0,0,1,1,0,0,0,0,1,1,1,1,2,0
16,1,44,45,0,0,4,5,0,0,0,1,1,0,0,0,1,1,1,1,2,2,1
25,1,44,45,0,1,2,4,0,1,1,0,1,1,2,2,2,1,1,2,1,0,1
27,1,7,45,0,0,3,1,0,0,2,2,2,2,2,4,2,1,1,2,1,0,1
31,1,45,39,0,0,3,4,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1
20,2,44,45,0,0,3,5,0,0,0,0,2,2,0,0,1,1,2,1,2,2,2
15,0,45,41,0,0,4,5,0,1,0,1,1,2,0,0,0,1,1,2,1,1,0
19,0,44,45,0,0,4,4,0,1,0,0,1,1,0,0,1,1,2,2,0,0,0
31,1,44,45,0,0,0,2,0,1,0,0,1,0,0,0,1,1,2,2,2,2,0
21,1,45,42,0,0,3,4,1,1,1,2,1,1,2,1,1,1,2,2,2,2,0
22,1,44,45,0,1,3,5,0,1,0,1,0,0,2,4,1,1,1,2,1,0,2
21,1,45,2,1,0,4,0,0,1,0,0,1,1,0,0,1,1,2,2,1,0,0
13,1,45,2,0,0,4,4,0,1,0,0,1,1,0,0,1,1,1,2,1,1,0
13,1,45,23,0,1,3,5,0,0,2,2,2,2,2,0,0,1,1,1,1,1,1
20,1,44,45,1,1,4,0,0,1,1,2,1,1,2,2,1,1,0,2,1,0,1
13,1,45,3,0,1,3,2,0,1,2,2,0,0,2,0,0,1,1,1,1,0,0
25,1,28,45,0,0,4,1,1,0,0,0,0,0,0,2,0,1,2,2,1,1,0
27,1,42,45,0,0,0,5,0,1,2,2,2,2,2,2,1,1,1,1,1,0,2
17,1,44,45,0,0,2,1,0,1,0,1,1,1,0,2,1,1,1,2,1,0,0
21,1,45,28,0,0,3,5,0,1,2,2,0,0,0,0,0,0,1,1,1,1,0
25,0,45,37,0,0,1,4,1,1,0,1,1,1,2,1,2,1,1,1,1,2,1
23,0,45,14,0,0,3,1,0,0,2,0,1,1,2,3,2,0,0,1,1,2,1
10,0,45,41,0,1,3,5,0,1,0,1,0,0,0,3,2,0,1,1,1,0,1
26,1,45,18,0,0,0,2,0,1,2,2,1,1,0,2,0,1,1,2,1,0,1
20,0,45,2,0,1,1,1,0,1,2,0,1,0,0,0,2,1,1,2,1,1,0
16,1,5,45,0,0,4,2,0,1,0,0,1,1,0,0,0,1,1,2,0,2,1
15,1,42,45,0,1,4,2,0,1,1,0,1,1,0,0,0,1,1,2,1,2,1
23,0,45,2,0,0,3,1,1,1,0,0,0,0,0,4,0,1,1,0,1,0,2
17,1,45,16,0,0,0,1,0,0,2,2,2,1,2,4,2,0,2,2,1,0,0
11,1,45,2,0,1,3,4,0,1,1,2,1,1,0,4,1,1,1,2,0,0,2
27,1,45,4,0,0,4,2,1,1,2,0,1,1,0,0,2,0,0,0,1,1,0
18,0,45,2,0,0,4,5,0,1,2,2,2,2,2,4,1,1,1,0,1,1,2
20,1,44,45,0,0,4,2,0,1,0,1,1,0,0,2,0,0,1,1,0,0,0
16,2,45,2,0,0,3,2,0,1,1,2,1,1,0,1,2,0,1,1,1,1,1
28,0,45,41,0,1,3,1,0,0,2,2,2,2,2,0,0,1,1,2,1,1,0
24,0,45,2,0,1,4,4,0,1,0,0,1,0,0,0,1,1,0,1,1,0,2
15,1,45,11,0,0,4,2,1,1,0,1,1,0,0,4,1,1,2,2,0,0,2
29,1,45,37,0,1,3,5,0,1,2,2,1,2,0,0,0,1,1,1,1,0,1
17,1,44,45,0,0,0,4,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0
17,1,44,45,0,0,3,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1
23,1,45,20,0,0,1,0,0,0,1,0,1,1,2,3,2,1,1,1,1,2,1
16,1,45,27,0,0,0,4,1,1,1,2,1,1,0,0,0,0,1,1,1,1,0
24,0,44,45,1,0,3,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0
27,0,45,41,0,0,3,2,0,1,0,1,1,0,0,0,2,1,0,0,1,2,0
27,1,45,6,0,1,3,3,0,1,2,2,2,2,2,3,0,1,1,2,1,1,0
32,1,45,45,1,1,3,0,1,1,1,2,1,1,1,4,2,2,1,0,1,1,2
14,2,17,45,1,0,3,4,1,1,1,1,2,2,2,4,1,1,1,1,0,0,2
23,1,13,45,1,1,1,0,0,1,1,2,2,1,0,2,1,1,1,1,0,2,2
28,0,45,41,0,1,3,1,0,0,2,1,2,0,0,0,2,0,1,0,1,1,0
23,1,13,45,1,1,1,0,0,1,1,2,2,1,0,2,1,1,1,1,0,2,2
26,1,45,10,0,0,0,5,1,1,1,2,1,1,1,3,2,2,0,0,1,1,0
22,1,45,6,0,0,4,5,1,1,0,1,0,0,0,0,1,1,1,2,1,0,2
31,1,45,15,0,0,4,5,0,1,2,0,2,2,0,0,1,1,1,2,1,0,0
36,0,45,2,0,1,1,2,0,1,0,0,1,1,1,3,2,2,0,1,1,1,1
8,1,45,41,0,0,0,2,0,1,0,1,0,0,0,0,1,1,1,2,0,0,2
28,1,45,18,1,0,3,0,1,1,0,1,1,1,0,2,2,0,1,0,1,1,0
17,0,44,45,0,0,2,4,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0
23,1,45,18,0,1,3,0,0,0,1,2,1,1,2,0,1,1,1,2,1,1,2
17,1,45,42,0,1,3,5,1,0,2,2,1,2,2,4,0,1,1,0,1,1,2
28,1,45,2,0,0,0,1,0,1,2,1,1,0,0,0,0,1,1,1,1,0,0
17,1,41,45,0,0,2,4,0,1,1,2,1,1,2,4,1,1,1,2,1,1,2
17,0,45,2,0,1,2,1,0,1,2,1,0,1,0,0,1,1,2,2,1,0,0
22,1,45,37,0,0,3,0,0,1,1,0,1,1,0,0,2,1,0,0,1,2,0
32,1,44,45,0,1,3,3,0,0,0,0,1,1,0,1,0,1,1,2,1,0,1
12,0,45,28,0,1,1,4,0,1,2,2,1,1,2,4,1,1,1,2,1,2,1
35,0,45,32,0,0,4,1,1,1,0,0,1,0,0,3,2,2,0,0,1,1,1
31,1,44,45,0,1,4,5,0,0,0,0,1,1,0,4,0,1,1,2,1,0,0
24,1,45,32,0,0,2,5,0,1,2,2,2,2,2,1,1,1,1,2,1,1,1
31,1,45,7,0,0,3,5,0,0,0,0,1,0,0,3,0,1,1,2,1,1,0
24,1,44,45,1,0,3,4,1,1,1,0,1,1,0,1,1,1,2,2,1,0,0
19,0,45,28,0,1,3,1,0,1,2,2,1,1,0,1,1,1,2,2,0,0,0
23,1,45,2,0,0,3,5,0,1,0,1,2,0,0,0,0,1,1,0,1,1,0
21,1,45,36,0,1,4,2,0,0,2,0,1,1,2,1,1,1,1,1,1,1,0
25,1,23,45,0,0,3,2,0,1,0,1,0,0,0,0,2,2,1,0,1,1,1
22,1,45,36,0,0,3,1,0,1,0,0,2,0,2,0,0,1,1,0,1,1,0
24,1,28,45,1,0,3,0,0,1,1,0,1,1,0,4,1,1,2,0,1,1,2
28,1,45,36,1,1,3,0,1,1,1,2,1,1,2,4,1,1,2,2,1,1,2
28,1,45,10,0,0,2,5,0,1,2,2,2,2,2,0,1,1,1,1,1,0,0
30,1,45,42,0,0,3,0,1,1,1,2,1,1,0,2,0,1,0,0,1,0,0
11,1,45,13,0,1,4,2,1,1,2,2,1,0,2,0,0,1,0,1,1,1,0
9,1,44,45,0,1,0,4,0,0,1,0,1,1,2,2,0,1,1,1,1,0,0
14,1,7,45,0,0,3,4,1,1,1,0,1,1,0,3,2,0,1,1,1,0,0
19,1,45,45,0,1,4,4,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0
13,1,45,2,0,1,4,5,0,1,2,2,2,2,2,4,1,1,1,2,0,2,2
39,1,45,19,0,0,0,5,1,1,2,2,2,2,2,4,1,1,2,2,1,1,2
12,1,45,36,0,0,4,4,0,1,0,1,0,1,2,2,1,1,1,2,1,0,0
21,1,45,19,0,0,4,1,0,1,1,0,1,1,0,0,0,1,1,2,1,1,1
20,1,44,45,0,1,2,4,0,0,1,0,1,1,1,0,2,0,1,0,1,1,1
20,1,44,45,0,1,2,4,0,0,1,0,1,1,1,0,2,0,1,0,1,1,1
14,1,44,45,1,0,2,0,1,1,1,1,0,0,0,1,1,1,2,2,0,0,2
11,1,45,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
21,1,45,36,0,1,1,4,1,1,1,2,1,1,0,3,2,1,1,2,1,0,1
34,1,45,10,0,0,2,5,0,0,2,2,2,2,2,2,2,0,0,0,1,0,2
22,1,44,45,0,0,4,4,1,1,1,0,1,1,1,1,2,0,0,0,1,2,1
23,1,45,5,0,1,3,4,0,1,2,2,1,1,0,2,0,0,1,1,1,1,0
27,1,45,12,0,0,4,0,1,1,1,2,1,1,0,3,0,0,1,2,0,0,1
20,1,17,45,1,0,3,0,1,1,1,2,1,1,2,2,1,1,1,1,0,0,1
31,1,26,45,1,0,4,5,1,1,0,0,1,0,0,0,1,1,1,2,1,0,0
43,1,45,2,0,0,2,5,1,1,2,2,0,2,2,2,1,1,2,2,2,2,2
20,0,44,45,0,1,3,1,0,1,0,0,1,1,0,1,0,1,1,1,1,2,0
29,1,44,45,0,0,4,2,0,0,2,2,2,2,2,0,0,0,1,1,1,2,1
27,1,45,36,0,0,4,5,1,1,0,1,0,0,0,0,1,1,1,2,1,1,0
25,1,45,30,0,1,4,3,0,0,2,2,1,1,2,4,0,1,0,0,1,1,1
18,1,45,2,1,1,3,4,1,1,0,1,1,0,0,3,2,1,0,0,1,0,0
19,1,45,36,0,0,4,2,0,1,2,0,2,1,2,2,0,1,1,1,1,0,1
17,1,45,37,0,0,4,5,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0
11,0,44,45,0,1,0,5,0,0,1,0,1,2,0,2,2,0,0,0,1,0,0
19,1,45,3,0,0,0,2,0,1,2,2,1,0,2,4,0,1,0,0,1,1,0
17,1,45,36,0,1,3,2,0,1,0,1,0,0,0,0,0,1,1,1,1,1,2
18,1,45,7,0,0,0,2,1,1,2,2,0,0,2,4,1,1,1,2,0,0,2
25,1,45,36,0,0,0,3,1,1,2,0,2,0,0,0,0,1,1,2,1,1,2
24,1,45,39,1,0,0,0,0,1,2,0,1,0,0,1,1,1,1,2,2,2,2
23,1,45,36,0,1,3,2,1,1,2,2,1,0,0,0,0,0,1,0,1,0,1
29,1,45,5,0,1,0,3,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0
19,1,44,45,0,0,2,4,0,1,0,1,1,1,0,0,1,1,1,2,1,1,0
26,1,44,45,0,1,4,3,0,0,2,2,2,2,0,2,1,1,1,2,1,0,1
14,1,20,45,1,0,4,1,0,1,1,0,1,1,2,4,1,1,1,2,1,1,2
27,1,45,36,0,1,3,5,0,1,2,0,2,2,0,0,0,0,1,2,0,0,0
30,1,45,39,1,1,3,4,1,0,2,1,0,2,0,0,0,0,1,0,1,0,0
20,1,45,36,1,1,2,0,1,1,1,2,1,1,0,3,2,1,1,0,1,0,0
17,1,45,36,0,1,4,1,0,1,0,1,0,0,0,0,1,1,1,2,1,1,0
18,1,45,36,0,1,0,1,0,1,2,0,0,2,0,3,2,2,1,0,0,0,1
28,1,45,36,0,1,1,3,1,1,0,1,1,0,0,0,0,0,1,1,1,2,0
39,1,45,36,0,0,4,1,0,0,0,1,1,0,0,1,1,1,1,2,1,1,0
21,1,45,11,0,0,0,5,0,1,2,2,2,2,2,2,1,1,1,2,1,1,2
22,1,17,45,1,0,3,0,1,1,1,1,1,1,2,1,0,0,1,1,1,1,0
38,1,45,39,1,0,0,0,1,1,1,2,1,1,2,2,1,1,1,2,1,0,2
12,1,45,37,0,0,3,2,1,1,0,0,1,0,0,2,1,1,1,2,1,0,1
13,1,45,37,0,1,2,2,0,0,1,0,1,1,0,0,2,0,0,0,1,0,1
